PIN,sale_price,sale_year,sale_mm,sale_dd,sale_date,snapshot_year,year_built,acres,elevation,dist_water_ft,date,highest,surge_detrended,log_price,surge_x_elev,surge_x_dist
40008 10003,200000,2019,3,1,2019-03-01,2022,1946,0.13,2.367844820022583,424.86674906742866,2019-03-01,9.423,0.09230425964231725,12.206072645530174,0.21856216306008047,39.21701071930719
40008 10005,715000,2020,11,23,2020-11-01,2022,1940,0.2,2.39949893951416,398.34265541646147,2020-11-01,9.912,0.531131840712187,13.480037821676145,1.2744502885310964,211.5724678055256
40008 10007,320000,2021,1,28,2021-01-01,2022,1967,0.14,2.157165050506592,382.3240048571556,2021-01-01,8.951,-0.43487718965563327,12.676076274775909,-0.9381018747876588,-166.26398877016652
40008 10008,432750,2020,7,2,2020-07-01,2022,1945,0.1,2.246819496154785,406.5134039824083,2020-07-01,9.194,-0.1767679833002416,12.977915473038456,-0.3971657511749463,-71.85855460648672
40008 10009,270000,2019,8,28,2019-08-01,2022,1945,0.08,2.3653268814086914,416.77456896240614,2019-08-01,10.047,0.7037406260968022,12.506177237980511,1.6645766204461492,293.30119610282856
40008 10010,370000,2019,1,15,2019-01-01,2022,1938,0.09,2.35762095451355,426.21479191702036,2019-01-01,9.194,-0.13185094049372498,12.821258284620408,-0.31085454018032516,-56.19682116659642
40008 10011,170000,2011,1,14,2011-01-01,2022,1940,0.07,2.339285135269165,434.16400745693846,2011-01-01,8.61,-0.47591017434995747,12.043553716032399,-1.113289596580212,-206.6230684853078
40008 10021,170000,2020,9,4,2020-09-01,2022,2021,0.14,2.3700733184814453,433.7482162222697,2020-09-01,9.893,0.5171408710800068,12.043553716032399,1.225661780442977,224.30893036658372
40008 11004,378777,2012,2,13,2012-02-01,2022,1954,0.18,2.3445632457733154,337.529699195881,2012-02-01,8.521,-0.59742781411482,12.844702920393622,-1.4007072949762995,-201.64963038942793
40008 11008,540000,2021,2,5,2021-02-01,2022,1960,0.27,2.2656774520874023,339.29592598623117,2021-02-01,8.597,-0.7914227624655099,13.199324418540456,-1.79310870798683,-268.52651903731623
40008 11011,359900,2020,6,12,2020-06-01,2022,NA,0.13,2.2013866901397705,371.20673425680957,2020-06-01,9.138,-0.2303045257422983,12.793581494067123,-0.5069893176480476,-85.49059088536188
40008 11012,310000,2020,6,26,2020-06-01,2022,1973,0.27,2.5088295936584473,381.71401327373127,2020-06-01,9.138,-0.2303045257422983,12.644327576461329,-0.5777948097357516,-87.91046479619604
40008 11015,160000,2001,2,22,2001-02-01,2022,2004,0.29,2.361067771911621,325.2715577530336,2001-02-01,8.341,-0.4475708471060879,11.982929094215963,-1.0567451027493677,-145.58206664304205
40008 11018,810000,2021,7,2,2021-07-01,2022,2006,0.09,2.3259851932525635,347.5889502042453,2021-07-01,9.479,0.07825994974476853,13.604789526648622,0.18203148433102134,27.20229377482109
40008 11019,400000,2010,5,24,2010-05-01,2022,2006,0.07,2.2950711250305176,362.68457707960204,2010-05-01,8.935,-0.13079193762674513,12.89921982609012,-0.3001767994339352,-47.43621858357774
40008 11020,185000,2015,7,31,2015-07-01,2022,2016,0.14,2.2941620349884033,350.02217488849544,2015-07-01,9.082,-0.13874341802143753,12.128111104060462,-0.31829988222930783,-48.56327292732723
40008 11021,185000,2015,7,11,2015-07-01,2022,2015,0.14,2.3396694660186768,357.08409149602033,2015-07-01,9.082,-0.13874341802143753,12.128111104060462,-0.3246137387558228,-49.54306737523759
40008 11022,808000,2016,6,27,2016-06-01,2022,2015,0.08,2.3410849571228027,311.23325823031496,2016-06-01,9.663,0.41466585732958655,13.602317337503232,0.9707680008267253,129.05780585355416
40008 11023,808000,2016,6,27,2016-06-01,2022,2015,0.08,2.2544844150543213,315.7297879439781,2016-06-01,9.663,0.41466585732958655,13.602317337503232,0.9348577128046915,130.92236320227826
40008 12005,388000,2021,5,24,2021-05-01,2022,1971,0.09,2.596309185028076,375.947220381337,2021-05-01,9.033,-0.3627310198874112,12.86876061860541,-0.9417618786282874,-136.3677186727597
40008 12008,358000,2017,5,26,2017-05-01,2022,1960,0.1,2.477721691131592,385.0833104944384,2017-05-01,8.997,-0.2787606368155264,12.788288265382837,-0.6906912764714854,-107.34606886046072
40008 12009,295000,2006,12,7,2006-12-01,2022,1979,0.19,2.513301134109497,360.4311621367777,2006-12-01,8.593,-0.3703942184681967,12.594730635321957,-0.9309122093437195,-133.50161861123567
40008 12010,180000,2017,8,25,2017-08-01,2022,2018,0.14,2.3401384353637695,332.34383547802094,2017-08-01,9.059,-0.2243152399932227,12.100712129872347,-0.5249287147459887,-74.54978721552038
40008 12011,679000,2017,3,30,2017-03-01,2022,2003,0.1,2.4966111183166504,324.08301462852165,2017-03-01,9.223,-0.047751606447705555,13.428376406540833,-0.11921719157482275,-15.475484570927168
40008 12012,185000,2011,3,31,2011-03-01,2022,2014,0.12,2.627650499343872,317.9642443483257,2011-03-01,8.892,-0.19875497421391444,12.128111104060462,-0.5222586072402707,-63.19697518639826
40008 13005,675000,2020,11,13,2020-11-01,2022,1930,0.13,2.4587514400482178,367.8748131094558,2020-11-01,9.912,0.531131840712187,13.422467969854667,1.3059211782065503,195.39002663847702
40008 14001,292500,2014,1,31,2014-01-01,2022,2010,0.11,2.646385431289673,431.3423803414469,2014-01-01,9.207,0.031091509533147633,12.586219945654049,0.08228011786532588,13.411085730436689
40008 14011,413050,2012,6,22,2012-06-01,2022,1982,0.16,2.747931718826294,407.256277212596,2012-06-01,9.742,0.6136362404014717,12.93132392999065,1.686230488820521,249.90721082863695
40008 14015,148000,2013,4,17,2013-04-01,2022,2017,0.11,2.5293381214141846,389.8980115498208,2013-04-01,9.04,-0.11332679618569844,11.904967552746252,-0.28664178577022265,-44.185892488115634
40008 14016,502500,2017,4,14,2017-04-01,2022,2004,0.11,2.5291194915771484,382.28435100350174,2017-04-01,9.423,0.14970282074241803,13.127350918915369,0.3786163218837293,57.22904567090883
40008 14018,193725,2019,4,12,2019-04-01,2022,1977,0,2.6370415687561035,419.30350516285324,2019-04-01,9.092,-0.24124131316755795,12.17419490663215,-0.6361633709241594,-101.15332820124664
40008 14022,313000,2021,5,3,2021-05-01,2022,1977,0,2.684861421585083,417.0208971624392,2021-05-01,9.033,-0.3627310198874112,12.65395846952229,-0.9738825217079218,-151.2664153420948
40008 14024,218500,2021,3,1,2021-03-01,2022,1977,0,2.6012210845947266,422.1338814634745,2021-03-01,9.23,-0.16072198951959032,12.294541293517781,-0.41807342789637103,-67.84619727243653
40008 14025,327000,2019,5,31,2019-05-01,2022,1977,0,2.7044641971588135,424.69037962772535,2019-05-01,9.164,-0.17170477072550305,12.697715449879391,-0.46436940490848577,-72.92136426330543
40008 14026,195000,2006,9,29,2006-09-01,2022,1977,0,2.602262258529663,425.09090543425873,2006-09-01,9.322,0.36607826945756666,12.180754837545884,0.952631664277278,155.61654302352355
40008 14027,150000,2016,5,6,2016-05-01,2022,1977,0,2.5808422565460205,425.09667328232297,2016-05-01,9.696,0.45021143013946174,11.918390573078392,1.1619246832839396,191.38338122596215
40008 14028,201000,2018,11,2,2018-11-01,2022,1977,0,2.599623680114746,425.1024442129262,2018-11-01,10.253,0.9321580898740943,12.211060187041213,2.4232602440472255,396.26268239833
40008 14029,195000,2006,9,20,2006-09-01,2022,1977,0,2.641631603240967,425.10816687351485,2006-09-01,9.322,0.36607826945756666,12.180754837545884,0.9670439258588704,155.62286206133479
40008 14030,212000,2017,7,7,2017-07-01,2022,1977,0,2.7050681114196777,425.1138762668292,2017-07-01,9.341,0.06023033281665306,12.26434155365415,0.16292715264252233,25.604750252528593
40008 14031,1780000,2006,7,27,2006-07-01,2022,NA,0.12,2.5947232246398926,413.14767294662545,2006-07-01,8.158,-0.7928305849226817,14.392123922268269,-2.057175931903713,-327.55611120171784
40008 14032,147000,2016,9,16,2016-09-01,2022,2019,0.11,2.648113489151001,407.2067867873415,2016-09-01,9.115,-0.14088874584810918,11.898187865760873,-0.373089388349945,-57.37085349130694
40008 14034,242000,2021,12,28,2021-12-01,2022,1977,0,2.5882515907287598,426.12261915013806,2021-12-01,9.276,-0.13730368380074653,12.396693005138824,-0.35537647801020084,-58.50820536013649
40008 14035,235750,2021,6,17,2021-06-01,2022,1977,0,2.533205509185791,412.48433372808523,2021-06-01,9.368,-0.030276592697286105,12.370527200495705,-0.07669683142013944,-12.48862016629667
40008 15001,642500,2013,8,30,2013-08-01,2022,1895,0.12,2.454139232635498,384.9367010145707,2013-08-01,9.371,0.20765514307866292,13.373122095751512,0.5096146334878844,79.93408572540918
40008 15002,360000,2008,8,1,2008-08-01,2022,1958,0.13,2.796520948410034,390.863112071456,2008-08-01,8.958,-0.05540240689446463,12.793859310432293,-0.15493399147270684,-21.654757175019533
40008 16004,450000,2009,12,22,2009-12-01,2022,1930,0.11,2.9985337257385254,341.4589014840999,2009-12-01,9.286,0.23260746541490662,13.017002861746503,0.6974813299051551,79.42588961757477
40008 16008,775000,2021,12,16,2021-12-01,2022,1986,0.11,3.485957622528076,340.9346077577158,2021-12-01,9.276,-0.13730368380074653,13.560618308335483,-0.4786348231463971,-46.811577580296955
40008 16009,155000,2004,5,20,2004-05-01,2022,2005,0.11,3.5464377403259277,340.95256318921116,2004-05-01,8.662,-0.2238774206448839,11.951180395901384,-0.7939673337818393,-76.33158040906238
40008 16013,690000,2021,1,15,2021-01-01,2022,1978,0.09,3.058741569519043,364.98281118110674,2021-01-01,8.951,-0.43487718965563327,13.444446876573442,-1.3301769376353023,-158.72269919905233
40008 16014,690000,2021,1,15,2021-01-01,2022,1978,0.13,2.9279611110687256,364.9627174245159,2021-01-01,8.951,-0.43487718965563327,13.444446876573442,-1.273303499402553,-158.7139608826565
40008 17003,1100000,2019,10,31,2019-10-01,2022,NA,0.17,4.162771224975586,292.3588922696845,2019-10-01,9.453,0.10473159572898104,13.9108207377686,0.43597367304637824,30.619213312961314
40008 18004,550000,2005,4,4,2005-04-01,2022,NA,0.17,4.515911102294922,275.0582512211555,2005-04-01,8.882,-0.03138603004192901,13.217673557208654,-0.14173652152330918,-8.632986536107644
40009 01006,850000,2021,9,8,2021-09-01,2022,1940,0.11,2.7966980934143066,342.7891442714228,2021-09-01,9.243,-0.1628311958749817,13.652991628466498,-0.4553896950519329,-55.81676629467741
40009 01008,845000,2015,5,15,2015-05-01,2022,1926,0.19,3.4138693809509277,341.58533240555545,2015-05-01,8.944,-0.27173438765361746,13.64709190633931,-0.9276657057621345,-92.82048113268098
40009 01011,680000,2019,4,4,2019-04-01,2022,1935,0.13,2.261575698852539,290.83623595414025,2019-04-01,9.092,-0.24124131316755795,13.42984807715229,-0.5455854914190241,-70.16171547828652
40009 01012,690000,2020,10,9,2020-10-01,2022,2007,0.14,2.40993595123291,305.4977865414579,2020-10-01,9.935,0.5566774135220625,13.444446876573442,1.3415569120861677,170.06371764861393
40009 02001,850000,2016,8,30,2016-08-01,2022,1930,0.43,2.3114845752716064,254.39141989671722,2016-08-01,8.79,-0.4633431730382346,13.652991628466498,-1.0710105975352822,-117.87052768864685
40009 02003,575000,2005,12,20,2005-12-01,2022,1977,0.11,2.826345920562744,266.3628592148873,2005-12-01,8.482,-0.45142215151320914,13.262125319779487,-1.2758751563810156,-120.24209498999444
40009 02003D,675000,2018,3,20,2018-03-01,2022,1983,0.11,2.484374523162842,289.5044095285271,2018-03-01,8.751,-0.5497236734026951,13.422467969854667,-1.3657194889811464,-159.14742747230014
40009 02005,385000,2014,1,31,2014-01-01,2022,1981,0.09,3.1045289039611816,295.881553948447,2014-01-01,9.207,0.031091509533147633,12.86099861326992,0.09652449001344145,9.199404155270676
40009 02006,385500,2017,6,30,2017-06-01,2022,1977,0.12,2.706653118133545,272.84585461407227,2017-06-01,9.167,-0.11130620962540216,12.862296471985522,-0.3012672993502208,-30.36943788909593
40009 02008,525000,2011,5,2,2011-05-01,2022,NA,0.26,4.157039642333984,277.8097195385401,2011-05-01,8.82,-0.27576400458173356,13.17115354157376,-1.1463618989750368,-76.60992077167609
40009 02009,500650,2019,4,26,2019-04-01,2022,2004,0.09,3.0187482833862305,301.9496263600786,2019-04-01,9.092,-0.24124131316755795,13.123662533135949,-0.7282468000064056,-72.84272437355882
40009 02010,650000,2020,10,2,2020-10-01,2022,2004,0.09,3.4793574810028076,301.7776162048487,2020-10-01,9.935,0.5566774135220625,13.38472764187182,1.9368797232432815,167.9927828477688
40009 03003,645000,2019,2,8,2019-02-01,2022,NA,0.1,2.7272632122039795,110.33235444380009,2019-02-01,9.893,0.5646034866963991,13.37700559577791,1.5398223187491884,62.29403201439248
40009 03006,850000,2020,9,15,2020-09-01,2022,2009,0.1,2.937199115753174,200.3337525849372,2020-09-01,9.893,0.5171408710800068,13.652991628466498,1.5189457092560221,103.60077131850099
40009 03009,410000,2002,7,17,2002-07-01,2022,1927,0.07,2.803966522216797,201.67852898440202,2002-07-01,8.823,-0.007860201850796323,12.92391243868049,-0.022039742847499395,-1.5852339467890766
40009 03012,1075000,2021,4,30,2021-04-01,2022,1930,0.13,2.6598598957061768,137.30454160054134,2021-04-01,9.443,0.04973243767053317,13.8878312195439,0.1322813164755583,6.828489557030051
40009 03013,305000,2015,3,27,2015-03-01,2022,1920,0.09,2.397449493408203,115.948310471459,2015-03-01,9.443,0.23227464271420126,12.628067055589549,0.5568667245067331,26.93185238807342
40009 03017,445000,2017,6,30,2017-06-01,2022,1997,0,2.9153096675872803,62.89293526832145,2017-06-01,9.167,-0.11130620962540216,13.005829561148378,-0.3244920689834313,-7.000374236932636
40009 03018,475000,2019,3,19,2019-03-01,2022,1997,0,2.9816927909851074,57.47703161615584,2019-03-01,9.423,0.09230425964231725,13.071070083016778,0.2752229455527149,5.305374849767326
40009 03020,489000,2020,4,27,2020-04-01,2022,1997,0,2.8943119049072266,62.939106112259324,2020-04-01,9.476,0.11270450462552262,13.10011776845701,0.3262019894743217,7.0935207759553895
40009 03021,540000,2020,9,30,2020-09-01,2022,1997,0,2.9158542156219482,57.490264694836206,2020-09-01,9.893,0.5171408710800068,13.199324418540456,1.5079073890090444,29.73056556290776
40009 03023,580000,2021,6,11,2021-06-01,2022,1997,0,2.8538284301757812,63.0116621516922,2021-06-01,9.368,-0.030276592697286105,13.270783382522602,-0.08640420100836753,-1.9077784301457834
40009 03025,350000,2011,5,2,2011-05-01,2022,2000,0,2.9434633255004883,52.12091732860276,2011-05-01,8.82,-0.27576400458173356,12.765688433465597,-0.8117012339794814,-14.373072885008966
40009 03026,615000,2021,11,22,2021-11-01,2022,1997,0,2.7077412605285645,62.96357302882418,2021-11-01,10.444,1.0331597737571987,13.329377546788654,2.7975293481207237,65.05143086540485
40009 03027,441000,2008,5,23,2008-05-01,2022,1997,0,2.7047483921051025,57.531314726727764,2008-05-01,9.502,0.49615219628323154,12.996800154428984,1.3419668551364858,28.544288156727802
40009 03028,500000,2018,10,24,2018-10-01,2022,1997,0,2.774425745010376,52.161039749998814,2018-10-01,9.184,-0.13429633731603083,13.122363377404328,-0.3725952157101936,-7.005036589020733
40009 03030,260000,2017,6,5,2017-06-01,2022,1999,0.02,3.1350831985473633,72.65615283351902,2017-06-01,9.167,-0.11130620962540216,12.468436909997665,-0.34895422769058915,-8.087080977862925
40009 03031,260000,2017,12,8,2017-12-01,2022,1999,0,2.7267329692840576,78.7899919846191,2017-12-01,9.738,0.4446666992711377,12.468436909997665,1.2124873492453305,35.035285671399976
40009 03032,235000,2014,5,14,2014-05-01,2022,1999,0,2.6905710697174072,84.95652124053109,2014-05-01,9.059,-0.12676232069863078,12.367340793126296,-0.34106303280197603,-10.769285790932239
40009 03033,260250,2021,2,4,2021-02-01,2022,1999,0,2.986793041229248,91.12306643181479,2021-02-01,8.597,-0.7914227624655099,12.469397986477215,-2.363815999602413,-72.11686895979504
40009 03035,195000,2016,6,20,2016-06-01,2022,1999,0,2.616542100906372,78.86961468951912,2016-06-01,9.663,0.41466585732958655,12.180754837545884,1.0849906735112984,32.704536392483604
40009 03037,250000,2017,6,12,2017-06-01,2022,1999,0,2.920217752456665,91.20299026442088,2017-06-01,9.167,-0.11130620962540216,12.429216196844383,-0.32503836930676233,-10.151459152835143
40009 03038,315000,2019,11,18,2019-11-01,2022,2003,0,2.6717114448547363,172.44525322684572,2019-11-01,9.466,0.11518602291910522,12.66032791780777,0.3077438157202734,19.863282890478356
40009 03039,309000,2018,7,10,2018-07-01,2022,2003,0,2.5609381198883057,157.19081811002852,2018-07-01,9.551,0.24025826586166568,12.641096555879882,0.6152865516633989,37.76639336849196
40009 03041,385000,2021,9,28,2021-09-01,2022,2003,0,2.4596102237701416,157.1169417700705,2021-09-01,9.243,-0.1628311958749817,12.86099861326992,-0.40050127412282355,-25.583539520640446
40009 03042,385000,2021,3,31,2021-03-01,2022,2003,0,2.424556255340576,172.29763435341127,2021-03-01,9.23,-0.16072198951959032,12.86099861326992,-0.38967950506050525,-27.69201858279917
40009 03043,389000,2004,5,26,2004-05-01,2022,2003,0,2.4401397705078125,157.04311026364374,2004-05-01,8.662,-0.2238774206448839,12.871334622600584,-0.546292197834288,-35.158406455874655
40009 03044,350000,2002,10,30,2002-10-01,2022,NA,0.02,2.3790438175201416,164.87339536610884,2002-10-01,9.141,0.3025851949715077,12.765688433465597,0.7198634373700921,49.88824848246852
40009 03046,478500,2007,5,17,2007-05-01,2022,2004,0,2.7910876274108887,98.01658032606674,2007-05-01,9.325,0.3492063784901499,13.078411489875146,0.9746656024168213,34.228015047654644
40009 04002,290000,2002,5,10,2002-05-01,2022,1930,0.09,2.6112303733825684,96.33729075133115,2002-05-01,8.784,-0.04185117148297604,12.577636201962656,-0.10928305013798942,-4.031828475439282
40009 04003,172500,2020,11,11,2020-11-01,2022,1930,0.07,2.2551984786987305,111.58864232396932,2020-11-01,9.912,0.531131840712187,12.058152515453552,1.1978077191625807,59.268281000103684
40009 04004,365000,2013,4,30,2013-04-01,2022,1932,0.1,2.5050008296966553,126.99251353816442,2013-04-01,9.04,-0.11332679618569844,12.80765263256463,-0.2838837184720383,-14.391654698849107
40009 04005,150000,2001,4,6,2001-04-01,2022,1932,0.1,2.388657569885254,143.2667812172206,2001-04-01,8.216,-0.577415646970045,11.918390573078392,-1.3792482561051893,-82.72448116585733
40009 04009,610000,2019,3,22,2019-03-01,2022,1932,0.16,2.572643756866455,217.14119075180142,2019-03-01,9.423,0.09230425964231725,13.321214236149494,0.23746597730098779,20.043056850196216
40009 04010,725000,2021,4,28,2021-04-01,2022,1940,0.13,2.4242091178894043,192.33378062075562,2021-04-01,9.443,0.04973243767053317,13.493926933836812,0.12056182885577299,9.565227756659729
40009 04012,225000,2015,1,30,2015-01-01,2022,1940,0.12,2.38588547706604,148.8952809316095,2015-01-01,8.964,-0.24188055742184097,12.323855681186558,-0.5770993091374087,-36.01487354921932
40009 04014,925000,2021,6,7,2021-06-01,2022,1994,0.13,2.7093234062194824,105.16981433510654,2021-06-01,9.368,-0.030276592697286105,13.737549016494562,-0.0820290812553311,-3.1841836326732222
40009 04017,579000,2021,8,24,2021-08-01,2022,1995,0,2.774710178375244,67.01125597858788,2021-08-01,8.935,-0.46828562306510585,13.269057756555132,-1.2993568847055421,-31.380407758308326
40009 04020,430000,2020,7,20,2020-07-01,2022,1995,0,2.868267297744751,67.1634541738129,2020-07-01,9.194,-0.1767679833002416,12.971540487669746,-0.5070178257883733,-11.8723483457831
40009 04024,555000,2021,3,19,2021-03-01,2022,1999,0,2.5298104286193848,59.99704746411656,2021-03-01,9.23,-0.16072198951959032,13.226723392728571,-0.40659616519511504,-9.642844833734106
40009 04025,600000,2019,5,21,2019-05-01,2022,1999,0,2.9270882606506348,65.20774731432958,2019-05-01,9.164,-0.17170477072550305,13.304684934198283,-0.5025950186883288,-11.196481302133497
40009 04027,319000,2000,2,28,2000-02-01,2022,1999,0,2.86940336227417,66.02252275775845,2000-02-01,8.616,-0.1425166648991689,12.672946381766982,-0.4089377974417764,-9.409309751665214
40009 04028,875000,2007,3,23,2007-03-01,2022,1999,0,2.8392977714538574,63.00752900035183,2007-03-01,8.419,-0.5517845911420289,13.681979165339751,-1.5666807599521406,-34.76658362832867
40009 05002,635000,2016,5,6,2016-05-01,2022,2005,0.04,3.113284111022949,43.46845295240375,2016-05-01,9.696,0.45021143013946174,13.36138027787483,1.4016360920541047,19.5699943696516
40009 05002C,845000,2021,7,20,2021-07-01,2022,1984,0.05,3.0497653484344482,41.30515051530441,2021-07-01,9.479,0.07825994974476853,13.64709190633931,0.23867448290181642,3.2325390035278234
40009 05006A,1674600,2021,4,21,2021-04-01,2022,1976,0.14,2.269174575805664,183.6885035373303,2021-04-01,9.443,0.04973243767053317,14.331084888752468,0.11285158315481372,9.13527705296379
40009 05008,550000,2016,7,7,2016-07-01,2022,1993,0.11,2.4636709690093994,185.1945099909618,2016-07-01,9.125,-0.12579760022835798,13.217673557208654,-0.30992389565365575,-23.29702493232966
40009 05009,565000,2015,2,27,2015-02-01,2022,1993,0.11,2.439486503601074,167.55040100392046,2015-02-01,8.79,-0.4184261302317179,13.244581010128577,-1.0207448974543012,-70.10746591084298
40009 05011,975000,2021,8,2,2021-08-01,2022,1998,0.11,2.442990303039551,132.26213741055548,2021-08-01,8.935,-0.46828562306510585,13.790192749979985,-1.1440172362008878,-61.93645742522462
40009 05013,1490000,2021,5,7,2021-05-01,2022,2006,0.11,2.5022082328796387,96.97380338998242,2021-05-01,9.033,-0.3627310198874112,14.214286677921642,-0.9076285442831082,-35.175406606009616
40009 05014,715000,2004,5,14,2004-05-01,2022,1995,0.1,2.674976348876953,79.32966766355236,2004-05-01,8.662,-0.2238774206448839,13.480037821676145,-0.5988668052726414,-17.760121377131956
40009 05015,622000,2010,12,22,2010-12-01,2022,2002,0.11,2.769047260284424,61.68550216580457,2010-12-01,8.511,-0.572364601540082,13.340695371721317,-1.58490463177835,-35.3065978679306
40009 05019,299900,2020,10,2,2020-10-01,2022,1999,0,3.1973764896392822,82.30968898514838,2020-10-01,9.935,0.5566774135220625,12.6112043647371,1.7799072743086473,45.819944772057795
40009 05021,255000,2019,7,31,2019-07-01,2022,1999,0,2.9922380447387695,88.8651030339663,2019-07-01,9.473,0.13228619890667803,12.449018824140563,0.3958317971624422,11.755626695813705
40009 05022,190000,2001,4,17,2001-04-01,2022,1999,0,2.991532802581787,86.24217050821551,2001-04-01,8.216,-0.577415646970045,12.154779351142624,-1.7273578486348744,-49.79757868010219
40009 05023,229500,2014,10,29,2014-10-01,2022,1999,0,2.642765760421753,95.41220497627724,2014-10-01,8.974,-0.22432595424414548,12.343658308482738,-0.5928409510503645,-21.403433927841398
40009 05024,275000,2020,9,18,2020-09-01,2022,1999,0,2.6701536178588867,92.79080095990024,2020-09-01,9.893,0.5171408710800068,12.524526376648708,1.3808455678569764,47.985915636614344
40009 05026,275000,2020,9,18,2020-09-01,2022,1999,0,2.6524763107299805,99.33943191021106,2020-09-01,9.893,0.5171408710800068,12.524526376648708,1.371703909849985,51.37248035063958
40009 05029,330000,2008,5,30,2008-05-01,2022,2000,0,2.4587478637695312,166.66911377726063,2008-05-01,9.502,0.49615219628323154,12.706847933442663,1.2199131527159568,82.69324685316766
40009 05030,230000,2017,6,26,2017-06-01,2022,2000,0,2.3340139389038086,162.6195456296474,2017-06-01,9.167,-0.11130620962540216,12.345834587905333,-0.25979024475223794,-18.100565235041188
40009 05031,343000,2006,6,7,2006-06-01,2022,2000,0,2.2989821434020996,159.97797203345988,2006-06-01,8.663,-0.28536712736473663,12.745485726148077,-0.6560539301254822,-45.65245432082462
40009 05032,210000,2009,12,29,2009-12-01,2022,2000,0,2.247328758239746,155.92743217711265,2009-12-01,9.286,0.23260746541490662,12.254862809699606,0.5227454464081768,36.26988478737293
40009 05033,185000,2003,1,24,2003-01-01,2022,2000,0,2.2579503059387207,153.2868945104334,2003-01-01,8.616,-0.22996940820618836,12.128111104060462,-0.5192594956157095,-35.25129641632879
40009 05034,285000,2009,5,22,2009-05-01,2022,2000,0,2.2994775772094727,149.2352490910824,2009-05-01,8.813,-0.22281987067175676,12.560244459250788,-0.5123692963664193,-33.25257890214239
40009 05035,188000,2002,3,29,2002-03-01,2022,2000,0,2.2594423294067383,146.59576331922497,2002-03-01,9.069,0.24815785888484407,12.144197241812087,0.5606983707393607,36.37889074688823
40009 05037,248000,2018,3,9,2018-03-01,2022,2000,0,2.2549211978912354,139.90462510445616,2018-03-01,8.751,-0.5497236734026951,12.421184025147118,-1.2395835641383754,-76.90888443844855
40009 05038,260000,2016,5,25,2016-05-01,2022,2000,0,2.272878646850586,135.85093136441077,2016-05-01,9.696,0.45021143013946174,12.468436909997665,1.0232759461320469,61.16164209534923
40009 05039,260000,2017,4,27,2017-04-01,2022,2000,0,2.2499618530273438,133.21355687609923,2017-04-01,9.423,0.14970282074241803,12.468436909997665,0.33682563596103116,19.942445225482594
40009 05040,220000,2004,4,20,2004-04-01,2022,2000,0,2.3944973945617676,129.1656818846906,2004-04-01,8.446,-0.4374139630869407,12.301382825334498,-1.0473865949566166,-56.49887280800958
40009 05041,198000,2015,6,24,2015-06-01,2022,2000,0,2.435957670211792,126.53632819228488,2015-06-01,8.626,-0.5922799604634946,12.196022309676673,-1.4427689126037866,-74.94493145892227
40009 05043,750000,2015,4,30,2015-04-01,2022,1995,0.06,2.813497304916382,34.628372696084355,2015-04-01,9.059,-0.1542709300956748,13.527828485512494,-0.4340408460511246,-5.342151263524603
40009 05046,425000,2021,7,30,2021-07-01,2022,2004,0,2.6103649139404297,211.88502093877113,2021-07-01,9.479,0.07825994974476853,12.959844447906553,0.20428702698048506,16.582111090337456
40009 05047,346500,2020,11,13,2020-11-01,2022,2004,0,2.6743133068084717,208.59788602355104,2020-11-01,9.912,0.531131840712187,12.755638097612096,1.4204129492862791,110.79297917235965
40009 05048,429000,2020,8,28,2020-08-01,2022,2004,0,2.630760669708252,204.79434737746323,2020-08-01,9.207,-0.1663135561101174,12.969212197910155,-0.43753116225381333,-34.0600761835966
40009 05049,395000,2017,7,6,2017-07-01,2022,2004,0,2.6109609603881836,201.4896916574459,2017-07-01,9.341,0.06023033281665306,12.886641043883259,0.1572590476154684,12.135791187652769
40009 05052,325000,2008,5,28,2008-05-01,2022,2007,0,2.4199278354644775,62.155998682121215,2008-05-01,9.502,0.49615219628323154,12.691580461311874,1.200652510412627,30.838835258312084
40009 05054,509000,2007,3,9,2007-03-01,2022,2007,0,2.5061569213867188,60.330240274371604,2007-03-01,8.419,-0.5517845911420289,13.14020329553266,-1.3828587722051366,-33.289296963294504
40009 06006,910000,2006,10,30,2006-10-01,2022,NA,0.12,2.917916774749756,115.05365953860031,2006-10-01,9.368,0.40961481189962357,13.721199878493033,1.1952219308278775,47.1276831102671
40009 06011,625000,2021,12,29,2021-12-01,2022,1950,0.08,2.4143662452697754,148.3542993642582,2021-12-01,9.276,-0.13730368380074653,13.345506928718539,-0.33150137951971687,-20.369591810391398
40009 06012,350500,2017,2,17,2017-02-01,2022,1950,0.08,2.2409024238586426,137.21377455154953,2017-02-01,8.164,-1.1044523793936254,12.767115985456782,-2.4749700140196205,-151.54607978903937
40009 06022,175000,2010,12,17,2010-12-01,2022,NA,0.1,2.4121999740600586,93.75381386398101,2010-12-01,8.511,-0.572364601540082,12.072541252905651,-1.3806578769878814,-53.6613643151205
40009 06029,10000,2016,7,18,2016-07-01,2022,NA,0.01,2.4223313331604004,86.71883634905515,2016-07-01,9.125,-0.12579760022835798,9.210340371976184,-0.3047234686695375,-10.90902150730684
40009 06031,875000,2001,5,31,2001-05-01,2022,2012,0.29,3.2397572994232178,28.67663085363328,2001-05-01,8.889,0.09312089547201083,13.681979165339751,0.3016891008342735,2.6703935442106252
